zooMS_ID,sample,sd,MDS.Model,sample_name,replicate,layer,Q2E,batch,plate,GA_q2e,spectra_name,file_agg
Bison/Yak,DC5338,0.09625964191455394,0.7091548873464973,DC5338,1,11.2,0.866666666666667,7,A,0.13333333333333297,DC5338_1,Bison_Yak_1.mzML
Bison/Yak,DC5340,0.08377754650159275,0.6692351429900488,DC5340,1,11.2,0.88,7,A,0.12,DC5340_1,Bison_Yak_1.mzML
Bison/Yak,DC5341,0.09997291367109903,0.7070545881583209,DC5341,1,11.2,0.82,7,A,0.18000000000000005,DC5341_1,Bison_Yak_1.mzML
Bison/Yak,DC5342,0.09158237139370506,0.765666157095244,DC5342,1,11.2,0.85,7,A,0.15000000000000002,DC5342_1,Bison_Yak_1.mzML
Bison/Yak,DC5344,0.10076040816402458,0.5814607490725944,DC5344,1,11.2,0.89,7,A,0.10999999999999999,DC5344_1,Bison_Yak_1.mzML
Bison/Yak,DC5348,0.0839353857870088,0.5845262543144522,DC5348,1,11.2,0.873333333333333,7,A,0.12666666666666704,DC5348_1,Bison_Yak_1.mzML
Bison/Yak,DC5350,0.08240189492395342,0.7873701904904651,DC5350,1,11.2,0.78,7,A,0.21999999999999997,DC5350_1,Bison_Yak_1.mzML
Bison/Yak,DC5369,0.098264684027225,0.8183230731606652,DC5369,1,11.2,0.8,7,A,0.19999999999999996,DC5369_1,Bison_Yak_1.mzML
Bison/Yak,DC5370,0.10115309737955679,0.6858276106254724,DC5370,1,11.2,0.773333333333334,7,A,0.22666666666666602,DC5370_1,Bison_Yak_1.mzML
Bison/Yak,DC5371,0.10482466108639336,0.6485138715762556,DC5371,1,11.2,0.856666666666666,7,A,0.14333333333333398,DC5371_1,Bison_Yak_1.mzML
Bison/Yak,DC5372,0.09954874521189025,0.7521641845363961,DC5372,1,11.2,0.756666666666667,7,A,0.24333333333333296,DC5372_1,Bison_Yak_1.mzML
Bison/Yak,DC5374,0.08824520378031461,1.3136516532285285,DC5374,1,11.2,0.523333333333333,7,A,0.476666666666667,DC5374_1,Bison_Yak_1.mzML
Bison/Yak,DC5377,0.0979027119047458,0.7184980895760398,DC5377,1,11.2,0.803333333333333,7,A,0.196666666666667,DC5377_1,Bison_Yak_1.mzML
Bison/Yak,DC5379,0.20414493239474302,0.7936787576950346,DC5379,1,11.2,0.796666666666667,7,A,0.20333333333333303,DC5379_1,Bison_Yak_1.mzML
Bison/Yak,DC5389,0.09052861191084419,0.6418872206806191,DC5389,1,11.2,0.823333333333333,7,A,0.17666666666666697,DC5389_1,Bison_Yak_1.mzML
Bison/Yak,DC5390,0.12864192566154165,1.2678496573703308,DC5390,1,11.2,0.51,7,A,0.49,DC5390_1,Bison_Yak_1.mzML
Bison/Yak,DC5394,0.08687483598427183,0.5039207372995511,DC5394,1,11.2,0.88,7,A,0.12,DC5394_1,Bison_Yak_1.mzML
Bison/Yak,DC5395,0.09801336281052896,0.4201470207055887,DC5395,1,11.2,0.9,7,A,0.09999999999999998,DC5395_1,Bison_Yak_1.mzML
Bison/Yak,DC5400,0.09932633577334027,0.652588047653174,DC5400,1,11.2,0.886666666666667,7,A,0.11333333333333295,DC5400_1,Bison_Yak_1.mzML
Bison/Yak,DC5401,0.10227725310957113,0.998397335448893,DC5401,1,11.2,0.74,7,A,0.26,DC5401_1,Bison_Yak_1.mzML
Bison/Yak,DC5403,0.12490642761105777,1.0798532930181546,DC5403,1,11.2,0.663333333333333,7,A,0.336666666666667,DC5403_1,Bison_Yak_1.mzML
Bison/Yak,DC5406,0.21159335019054484,0.7423059661929811,DC5406,1,11.2,0.846666666666667,7,A,0.153333333333333,DC5406_1,Bison_Yak_1.mzML
Bison/Yak,DC5413,0.09437826001677821,0.823950393599247,DC5413,1,11.2,0.813333333333333,7,B,0.18666666666666698,DC5413_1,Bison_Yak_1.mzML
Bison/Yak,DC5416,0.10097775547540272,0.9225196324546382,DC5416,1,11.2,0.803333333333333,7,B,0.196666666666667,DC5416_1,Bison_Yak_1.mzML
Bison/Yak,DC5417,0.09285260252147232,0.7267863815091783,DC5417,1,11.2,0.826666666666667,7,B,0.173333333333333,DC5417_1,Bison_Yak_1.mzML
Bison/Yak,DC5419,0.09061127029163922,1.0826142550609101,DC5419,1,11.2,0.57,7,B,0.43000000000000005,DC5419_1,Bison_Yak_1.mzML
Bison/Yak,DC5420,0.09577253323210333,0.6759867724720785,DC5420,1,11.2,0.863333333333333,7,B,0.13666666666666705,DC5420_1,Bison_Yak_1.mzML
Bison/Yak,DC5421,0.09173503374429043,0.8975195088984249,DC5421,1,11.2,0.693333333333333,7,B,0.306666666666667,DC5421_1,Bison_Yak_1.mzML
Bison/Yak,DC5423,0.1222699042986625,0.8685354794083435,DC5423,1,11.2,0.646666666666667,7,B,0.35333333333333306,DC5423_1,Bison_Yak_1.mzML
Bison/Yak,DC5424,0.1005691008579235,1.1601217403553477,DC5424,1,11.2,0.656666666666667,7,B,0.34333333333333305,DC5424_1,Bison_Yak_1.mzML
Bison/Yak,DC5425,0.09746843627776948,1.0607054703647618,DC5425,1,11.2,0.763333333333333,7,B,0.23666666666666702,DC5425_1,Bison_Yak_1.mzML
Bison/Yak,DC5427,0.09646397938107673,1.0889295408499364,DC5427,1,11.2,0.686666666666667,7,B,0.313333333333333,DC5427_1,Bison_Yak_1.mzML
Bison/Yak,DC5429,0.0850052602914768,0.5188297809263444,DC5429,1,11.2,0.91,7,B,0.08999999999999997,DC5429_1,Bison_Yak_1.mzML
