sample_name,replicate,layer,Q2E,zooMS_ID,batch,plate
DC6609,1,11.2,0.65,Cervidae/Gazella/Saiga,12,8
DC6609,2,11.2,0.65,Cervidae/Gazella/Saiga,12,8
DC6609,3,11.2,0.65,Cervidae/Gazella/Saiga,12,8
DC6613,1,11.2,0.756666666666667,Bison/Yak,12,8
DC6613,2,11.2,0.756666666666667,Bison/Yak,12,8
DC6613,3,11.2,0.756666666666667,Bison/Yak,12,8
DC6616,1,11.2,0.783333333333333,Crocuta/Panthera,12,8
DC6616,2,11.2,0.783333333333333,Crocuta/Panthera,12,8
DC6616,3,11.2,0.783333333333333,Crocuta/Panthera,12,8
DC6625,1,11.2,0.876666666666667,Rhinocerotidae,12,8
DC6625,2,11.2,0.876666666666667,Rhinocerotidae,12,8
DC6625,3,11.2,0.876666666666667,Rhinocerotidae,12,8
DC6626,1,11.2,0.726666666666667,Cervidae/Gazella/Saiga,12,8
DC6626,2,11.2,0.726666666666667,Cervidae/Gazella/Saiga,12,8
DC6626,3,11.2,0.726666666666667,Cervidae/Gazella/Saiga,12,8
DC6627,1,11.2,0.86,Bison/Yak,12,8
DC6627,2,11.2,0.86,Bison/Yak,12,8
DC6627,3,11.2,0.86,Bison/Yak,12,8
DC6628,1,11.2,0.846666666666667,Equidae,12,8
DC6628,2,11.2,0.846666666666667,Equidae,12,8
DC6628,3,11.2,0.846666666666667,Equidae,12,8
DC6629,1,11.2,0.79,Vulpes vulpes,12,8
DC6629,2,11.2,0.79,Vulpes vulpes,12,8
DC6629,3,11.2,0.79,Vulpes vulpes,12,8
DC6630,1,11.2,0.9,Capra,12,8
DC6630,2,11.2,0.9,Capra,12,8
DC6630,3,11.2,0.9,Capra,12,8
DC6632,1,11.2,0.763333333333333,Cervidae/Gazella/Saiga,12,8
DC6632,2,11.2,0.763333333333333,Cervidae/Gazella/Saiga,12,8
DC6632,3,11.2,0.763333333333333,Cervidae/Gazella/Saiga,12,8
DC6633,1,11.2,0.81,Bison/Yak,12,8
DC6633,2,11.2,0.81,Bison/Yak,12,8
DC6633,3,11.2,0.81,Bison/Yak,12,8
DC6634,1,11.2,0.86,Bison/Yak,12,8
DC6634,2,11.2,0.86,Bison/Yak,12,8
DC6634,3,11.2,0.86,Bison/Yak,12,8
DC6635,1,11.2,0.883333333333333,Rhinocerotidae,12,8
DC6635,2,11.2,0.883333333333333,Rhinocerotidae,12,8
DC6635,3,11.2,0.883333333333333,Rhinocerotidae,12,8
DC6636,1,11.2,0.823333333333333,Equidae,12,8
DC6636,2,11.2,0.823333333333333,Equidae,12,8
DC6636,3,11.2,0.823333333333333,Equidae,12,8
DC6637,1,11.2,0.706666666666667,Cervidae/Gazella/Saiga,12,8
DC6637,2,11.2,0.706666666666667,Cervidae/Gazella/Saiga,12,8
DC6637,3,11.2,0.706666666666667,Cervidae/Gazella/Saiga,12,8
DC6638,1,11.2,0.836666666666667,Bison/Yak,12,8
DC6638,2,11.2,0.836666666666667,Bison/Yak,12,8
DC6638,3,11.2,0.836666666666667,Bison/Yak,12,8
DC6639,1,11.2,0.82,Bison/Yak,12,8
DC6639,2,11.2,0.82,Bison/Yak,12,8
DC6639,3,11.2,0.82,Bison/Yak,12,8
DC6640,1,11.2,0.473333333333333,Crocuta/Panthera,12,8
DC6640,2,11.2,0.473333333333333,Crocuta/Panthera,12,8
DC6640,3,11.2,0.473333333333333,Crocuta/Panthera,12,8
DC6642,1,11.2,0.626666666666667,Bison/Yak,12,8
DC6642,2,11.2,0.626666666666667,Bison/Yak,12,8
DC6642,3,11.2,0.626666666666667,Bison/Yak,12,8
DC6643,1,11.2,0.786666666666667,Ovis,12,8
DC6643,2,11.2,0.786666666666667,Ovis,12,8
DC6643,3,11.2,0.786666666666667,Ovis,12,8
DC6645,1,11.2,0.783333333333333,Bison/Yak,12,8
DC6645,2,11.2,0.783333333333333,Bison/Yak,12,8
DC6645,3,11.2,0.783333333333333,Bison/Yak,12,8
DC6646,1,11.2,0.79,Bison/Yak,12,8
DC6646,2,11.2,0.79,Bison/Yak,12,8
DC6646,3,11.2,0.79,Bison/Yak,12,8
DC6647,1,11.2,0.726666666666667,Ovis/Capra,12,8
DC6647,2,11.2,0.726666666666667,Ovis/Capra,12,8
DC6647,3,11.2,0.726666666666667,Ovis/Capra,12,8
DC6649,1,11.2,0.806666666666667,Cervidae/Gazella/Saiga/Equidae,12,8
DC6649,2,11.2,0.806666666666667,Cervidae/Gazella/Saiga/Equidae,12,8
DC6649,3,11.2,0.806666666666667,Cervidae/Gazella/Saiga/Equidae,12,8
DC6650,1,11.2,0.82,Rhinocerotidae,12,8
DC6650,2,11.2,0.82,Rhinocerotidae,12,8
DC6650,3,11.2,0.82,Rhinocerotidae,12,8
DC6652,1,11.2,0.74,Ovis/Capra,12,8
DC6652,2,11.2,0.74,Ovis/Capra,12,8
DC6652,3,11.2,0.74,Ovis/Capra,12,8
DC6653,1,11.2,0.536666666666667,Bison/Yak,12,8
DC6653,2,11.2,0.536666666666667,Bison/Yak,12,8
DC6653,3,11.2,0.536666666666667,Bison/Yak,12,8
DC6654,1,11.2,0.883333333333333,Equidae,12,8
DC6654,2,11.2,0.883333333333333,Equidae,12,8
DC6654,3,11.2,0.883333333333333,Equidae,12,8
DC6655,1,11.2,0.806666666666667,Ovis,12,8
DC6655,2,11.2,0.806666666666667,Ovis,12,8
DC6655,3,11.2,0.806666666666667,Ovis,12,8
DC6656,1,11.2,0.85,Ovis/Capra,12,8
DC6656,2,11.2,0.85,Ovis/Capra,12,8
DC6656,3,11.2,0.85,Ovis/Capra,12,8
DC6659,1,11.2,0.58,Bison/Yak,12,8
DC6659,2,11.2,0.58,Bison/Yak,12,8
DC6659,3,11.2,0.58,Bison/Yak,12,8
DC6661,1,11.2,0.836666666666667,Bison/Yak,12,8
DC6661,2,11.2,0.836666666666667,Bison/Yak,12,8
DC6661,3,11.2,0.836666666666667,Bison/Yak,12,8
DC6662,1,11.2,0.666666666666667,Equidae,12,8
DC6662,2,11.2,0.666666666666667,Equidae,12,8
DC6662,3,11.2,0.666666666666667,Equidae,12,8
DC6666,1,11.2,0.776666666666667,Cervidae/Gazella/Saiga,12,9
DC6666,2,11.2,0.776666666666667,Cervidae/Gazella/Saiga,12,9
DC6666,3,11.2,0.776666666666667,Cervidae/Gazella/Saiga,12,9
DC6667,1,11.2,0.896666666666667,Cervidae/Gazella/Saiga,12,9
DC6667,2,11.2,0.896666666666667,Cervidae/Gazella/Saiga,12,9
DC6667,3,11.2,0.896666666666667,Cervidae/Gazella/Saiga,12,9
DC6668,1,11.2,0.786666666666667,Cervidae/Gazella/Saiga,12,9
DC6668,2,11.2,0.786666666666667,Cervidae/Gazella/Saiga,12,9
DC6668,3,11.2,0.786666666666667,Cervidae/Gazella/Saiga,12,9
DC6670,1,11.2,0.823333333333333,Ovis/Capra,12,9
DC6670,2,11.2,0.823333333333333,Ovis/Capra,12,9
DC6670,3,11.2,0.823333333333333,Ovis/Capra,12,9
DC6686,1,11.2,0.98,Bison/Yak,13,1
DC6686,2,11.2,0.98,Bison/Yak,13,1
DC6686,3,11.2,0.98,Bison/Yak,13,1
DC6687,1,11.2,0.836666666666667,Cervidae/Gazella/Saiga,13,1
DC6687,2,11.2,0.836666666666667,Cervidae/Gazella/Saiga,13,1
DC6687,3,11.2,0.836666666666667,Cervidae/Gazella/Saiga,13,1
DC6689,1,11.2,0.856666666666667,Capra,13,1
DC6689,2,11.2,0.856666666666667,Capra,13,1
DC6689,3,11.2,0.856666666666667,Capra,13,1
DC6690,1,11.2,0.87,Equidae,13,1
DC6690,2,11.2,0.87,Equidae,13,1
DC6690,3,11.2,0.87,Equidae,13,1
DC6692,1,11.2,0.88,Bison/Yak,13,1
DC6692,2,11.2,0.88,Bison/Yak,13,1
DC6692,3,11.2,0.88,Bison/Yak,13,1
DC6694,1,11.2,0.806666666666667,Bison/Yak,13,1
DC6694,2,11.2,0.806666666666667,Bison/Yak,13,1
DC6694,3,11.2,0.806666666666667,Bison/Yak,13,1
DC6696,1,11.2,0.74,Cervidae/Gazella/Saiga,13,1
DC6696,2,11.2,0.74,Cervidae/Gazella/Saiga,13,1
DC6696,3,11.2,0.74,Cervidae/Gazella/Saiga,13,1
DC6698,1,11.2,0.97,Bison/Yak,13,1
DC6698,2,11.2,0.97,Bison/Yak,13,1
DC6698,3,11.2,0.97,Bison/Yak,13,1
DC6699,1,11.2,0.96,Equidae,13,1
DC6699,2,11.2,0.96,Equidae,13,1
DC6699,3,11.2,0.96,Equidae,13,1
DC6700,1,11.2,0.873333333333333,Rhinocerotidae,13,1
DC6700,2,11.2,0.873333333333333,Rhinocerotidae,13,1
DC6700,3,11.2,0.873333333333333,Rhinocerotidae,13,1
DC6701,1,11.2,0.933333333333333,Bison/Yak,13,1
DC6701,2,11.2,0.933333333333333,Bison/Yak,13,1
DC6701,3,11.2,0.933333333333333,Bison/Yak,13,1
DC6705,1,11.2,0.81,Bison/Yak,13,1
DC6705,2,11.2,0.81,Bison/Yak,13,1
DC6705,3,11.2,0.81,Bison/Yak,13,1
DC6714,1,11.2,0.93,Bison/Yak,13,1
DC6714,2,11.2,0.93,Bison/Yak,13,1
DC6714,3,11.2,0.93,Bison/Yak,13,1
DC6715,1,11.2,0.943333333333333,Bison/Yak,13,1
DC6715,2,11.2,0.943333333333333,Bison/Yak,13,1
DC6715,3,11.2,0.943333333333333,Bison/Yak,13,1
DC6716,1,11.2,0.973333333333333,Elephantidae,13,1
DC6716,2,11.2,0.973333333333333,Elephantidae,13,1
DC6716,3,11.2,0.973333333333333,Elephantidae,13,1
DC6717,1,11.2,0.916666666666667,Ovis/Capra/Cervidae/Gazella/Saiga,13,1
DC6717,2,11.2,0.916666666666667,Ovis/Capra/Cervidae/Gazella/Saiga,13,1
DC6717,3,11.2,0.916666666666667,Ovis/Capra/Cervidae/Gazella/Saiga,13,1
DC6719,1,11.2,0.91,Rhinocerotidae,13,1
DC6719,2,11.2,0.91,Rhinocerotidae,13,1
DC6719,3,11.2,0.91,Rhinocerotidae,13,1
DC6722,1,11.2,0.773333333333334,Felidae/Crocuta/Panthera/Mustelidae,13,1
DC6722,2,11.2,0.773333333333334,Felidae/Crocuta/Panthera/Mustelidae,13,1
DC6722,3,11.2,0.773333333333334,Felidae/Crocuta/Panthera/Mustelidae,13,1
DC6725,1,11.2,0.786666666666667,Bison/Yak,13,1
DC6725,2,11.2,0.786666666666667,Bison/Yak,13,1
DC6725,3,11.2,0.786666666666667,Bison/Yak,13,1
DC6726,1,11.2,0.556666666666667,Bison/Yak,13,1
DC6726,2,11.2,0.556666666666667,Bison/Yak,13,1
DC6726,3,11.2,0.556666666666667,Bison/Yak,13,1
DC6727,1,11.2,0.82,Felidae/Crocuta/Panthera/Mustelidae,13,1
DC6727,2,11.2,0.82,Felidae/Crocuta/Panthera/Mustelidae,13,1
DC6727,3,11.2,0.82,Felidae/Crocuta/Panthera/Mustelidae,13,1
DC6729,1,11.2,0.853333333333334,Cervidae/Gazella/Saiga,13,1
DC6729,2,11.2,0.853333333333334,Cervidae/Gazella/Saiga,13,1
DC6729,3,11.2,0.853333333333334,Cervidae/Gazella/Saiga,13,1
DC6731,1,11.2,0.843333333333333,Bison/Yak,13,1
DC6731,2,11.2,0.843333333333333,Bison/Yak,13,1
DC6731,3,11.2,0.843333333333333,Bison/Yak,13,1
DC6736,1,11.2,0.756666666666667,Bison/Yak,13,1
DC6736,2,11.2,0.756666666666667,Bison/Yak,13,1
DC6736,3,11.2,0.756666666666667,Bison/Yak,13,1
DC6738,1,11.2,0.766666666666667,Bison/Yak,13,1
DC6738,2,11.2,0.766666666666667,Bison/Yak,13,1
DC6738,3,11.2,0.766666666666667,Bison/Yak,13,1
DC6739,1,11.2,0.786666666666667,Rhinocerotidae,13,1
DC6739,2,11.2,0.786666666666667,Rhinocerotidae,13,1
DC6739,3,11.2,0.786666666666667,Rhinocerotidae,13,1
DC6741,1,11.2,0.916666666666667,Bison/Yak,13,1
DC6741,2,11.2,0.916666666666667,Bison/Yak,13,1
DC6741,3,11.2,0.916666666666667,Bison/Yak,13,1
DC6742,1,11.2,0.966666666666667,Bison/Yak,13,1
DC6742,2,11.2,0.966666666666667,Bison/Yak,13,1
DC6742,3,11.2,0.966666666666667,Bison/Yak,13,1
DC6749,1,11.2,0.833333333333333,Bison/Yak,13,1
DC6749,2,11.2,0.833333333333333,Bison/Yak,13,1
DC6749,3,11.2,0.833333333333333,Bison/Yak,13,1
DC6752,1,11.2,0.846666666666667,Bison/Yak,13,1
DC6752,2,11.2,0.846666666666667,Bison/Yak,13,1
DC6752,3,11.2,0.846666666666667,Bison/Yak,13,1
DC6755,1,11.2,0.926666666666667,Capra,13,1
DC6755,2,11.2,0.926666666666667,Capra,13,1
DC6755,3,11.2,0.926666666666667,Capra,13,1
DC6756,1,11.2,0.876666666666667,Bison/Yak,13,1
DC6756,2,11.2,0.876666666666667,Bison/Yak,13,1
DC6756,3,11.2,0.876666666666667,Bison/Yak,13,1
DC6887,1,11.4,0.783333333333333,Cervidae/Gazella/Saiga,12,4
DC6887,2,11.4,0.783333333333333,Cervidae/Gazella/Saiga,12,4
DC6887,3,11.4,0.783333333333333,Cervidae/Gazella/Saiga,12,4
DC6890,1,11.4,0.85,Capra,12,4
DC6890,2,11.4,0.85,Capra,12,4
DC6890,3,11.4,0.85,Capra,12,4
DC6891,1,11.4,0.52,Bison/Yak,12,4
DC6891,2,11.4,0.52,Bison/Yak,12,4
DC6891,3,11.4,0.52,Bison/Yak,12,4
DC6892,1,11.4,0.666666666666667,Bison/Yak,12,4
DC6892,2,11.4,0.666666666666667,Bison/Yak,12,4
DC6892,3,11.4,0.666666666666667,Bison/Yak,12,4
DC6894,1,11.4,0.693333333333333,Bison/Yak,12,4
DC6894,2,11.4,0.693333333333333,Bison/Yak,12,4
DC6894,3,11.4,0.693333333333333,Bison/Yak,12,4
DC6895,1,11.4,0.81,Bison/Yak,12,4
DC6895,2,11.4,0.81,Bison/Yak,12,4
DC6895,3,11.4,0.81,Bison/Yak,12,4
DC6896,1,11.4,0.816666666666667,Ursidae,12,4
DC6896,2,11.4,0.816666666666667,Ursidae,12,4
DC6896,3,11.4,0.816666666666667,Ursidae,12,4
DC6897,1,11.4,0.79,Canidae,12,4
DC6897,2,11.4,0.79,Canidae,12,4
DC6897,3,11.4,0.79,Canidae,12,4
DC6898,1,11.4,0.726666666666667,Bison/Yak,12,4
DC6898,2,11.4,0.726666666666667,Bison/Yak,12,4
DC6898,3,11.4,0.726666666666667,Bison/Yak,12,4
DC6899,1,11.4,0.62,Rhinocerotidae,12,4
DC6899,2,11.4,0.62,Rhinocerotidae,12,4
DC6899,3,11.4,0.62,Rhinocerotidae,12,4
DC6900,1,11.4,0.773333333333334,Cervidae/Gazella/Saiga,12,4
DC6900,2,11.4,0.773333333333334,Cervidae/Gazella/Saiga,12,4
DC6900,3,11.4,0.773333333333334,Cervidae/Gazella/Saiga,12,4
DC6901,1,11.4,0.696666666666667,Equidae,12,4
DC6901,2,11.4,0.696666666666667,Equidae,12,4
DC6901,3,11.4,0.696666666666667,Equidae,12,4
DC6902,1,11.4,0.533333333333333,Equidae,12,4
DC6902,2,11.4,0.533333333333333,Equidae,12,4
DC6902,3,11.4,0.533333333333333,Equidae,12,4
DC6903,1,11.4,0.766666666666667,Bison/Yak,12,4
DC6903,2,11.4,0.766666666666667,Bison/Yak,12,4
DC6903,3,11.4,0.766666666666667,Bison/Yak,12,4
DC6904,1,11.4,0.643333333333334,Bison/Yak,12,4
DC6904,2,11.4,0.643333333333334,Bison/Yak,12,4
DC6904,3,11.4,0.643333333333334,Bison/Yak,12,4
DC6905,1,11.4,0.473333333333333,Cervidae/Gazella/Saiga,12,4
DC6905,2,11.4,0.473333333333333,Cervidae/Gazella/Saiga,12,4
DC6905,3,11.4,0.473333333333333,Cervidae/Gazella/Saiga,12,4
DC6906,1,11.4,0.746666666666667,Bison/Yak,12,4
DC6906,2,11.4,0.746666666666667,Bison/Yak,12,4
DC6906,3,11.4,0.746666666666667,Bison/Yak,12,4
DC6907,1,11.4,0.763333333333333,Cervidae/Gazella/Saiga,12,4
DC6907,2,11.4,0.763333333333333,Cervidae/Gazella/Saiga,12,4
DC6907,3,11.4,0.763333333333333,Cervidae/Gazella/Saiga,12,4
DC6908,1,11.4,0.756666666666667,Bison/Yak,12,4
DC6908,2,11.4,0.756666666666667,Bison/Yak,12,4
DC6908,3,11.4,0.756666666666667,Bison/Yak,12,4
DC6909,1,11.4,0.783333333333333,Bison/Yak,12,4
DC6909,2,11.4,0.783333333333333,Bison/Yak,12,4
DC6909,3,11.4,0.783333333333333,Bison/Yak,12,4
DC6921,1,11.4,0.823333333333333,Capra/Rangifer,12,4
DC6921,2,11.4,0.823333333333333,Capra/Rangifer,12,4
DC6921,3,11.4,0.823333333333333,Capra/Rangifer,12,4
DC6924,1,11.4,0.683333333333333,Equidae,12,4
DC6924,2,11.4,0.683333333333333,Equidae,12,4
DC6924,3,11.4,0.683333333333333,Equidae,12,4
DC6925,1,11.4,0.603333333333333,Capra,12,4
DC6925,2,11.4,0.603333333333333,Capra,12,4
DC6925,3,11.4,0.603333333333333,Capra,12,4
DC6926,1,11.4,0.696666666666667,Vulpes vulpes,12,4
DC6926,2,11.4,0.696666666666667,Vulpes vulpes,12,4
DC6926,3,11.4,0.696666666666667,Vulpes vulpes,12,4
DC6927,1,11.4,0.656666666666667,Bison/Yak,12,4
DC6927,2,11.4,0.656666666666667,Bison/Yak,12,4
DC6927,3,11.4,0.656666666666667,Bison/Yak,12,4
DC6928,1,11.4,0.476666666666667,Capra,12,4
DC6928,2,11.4,0.476666666666667,Capra,12,4
DC6928,3,11.4,0.476666666666667,Capra,12,4
DC6929,1,11.4,0.786666666666667,Rhinocerotidae,12,4
DC6929,2,11.4,0.786666666666667,Rhinocerotidae,12,4
DC6929,3,11.4,0.786666666666667,Rhinocerotidae,12,4
DC6933,1,11.4,0.59,Rhinocerotidae,12,4
DC6933,2,11.4,0.59,Rhinocerotidae,12,4
DC6933,3,11.4,0.59,Rhinocerotidae,12,4
DC6934,1,11.4,0.703333333333334,Vulpes vulpes,12,4
DC6934,2,11.4,0.703333333333334,Vulpes vulpes,12,4
DC6934,3,11.4,0.703333333333334,Vulpes vulpes,12,4
DC6935,1,11.4,0.426666666666667,Canidae,12,4
DC6935,2,11.4,0.426666666666667,Canidae,12,4
DC6935,3,11.4,0.426666666666667,Canidae,12,4
DC6936,1,11.4,0.703333333333333,Capra,12,4
DC6936,2,11.4,0.703333333333333,Capra,12,4
DC6936,3,11.4,0.703333333333333,Capra,12,4
DC6937,1,11.4,0.726666666666667,Elephantidae,12,4
DC6937,2,11.4,0.726666666666667,Elephantidae,12,4
DC6937,3,11.4,0.726666666666667,Elephantidae,12,4
DC6938,1,11.4,0.783333333333333,Equidae,12,4
DC6938,2,11.4,0.783333333333333,Equidae,12,4
DC6938,3,11.4,0.783333333333333,Equidae,12,4
DC6939,1,11.4,0.76,Bison/Yak,12,4
DC6939,2,11.4,0.76,Bison/Yak,12,4
DC6939,3,11.4,0.76,Bison/Yak,12,4
DC6940,1,11.4,0.563333333333333,Capra,12,4
DC6940,2,11.4,0.563333333333333,Capra,12,4
DC6940,3,11.4,0.563333333333333,Capra,12,4
DC6941,1,11.4,0.71,Cervidae/Gazella/Saiga,12,4
DC6941,2,11.4,0.71,Cervidae/Gazella/Saiga,12,4
DC6941,3,11.4,0.71,Cervidae/Gazella/Saiga,12,4
DC6942,1,11.4,0.663333333333333,Equidae,12,4
DC6942,2,11.4,0.663333333333333,Equidae,12,4
DC6942,3,11.4,0.663333333333333,Equidae,12,4
DC6943,1,11.4,0.563333333333333,Cervidae/Gazella/Saiga,12,4
DC6943,2,11.4,0.563333333333333,Cervidae/Gazella/Saiga,12,4
DC6943,3,11.4,0.563333333333333,Cervidae/Gazella/Saiga,12,4
DC6944,1,11.4,0.613333333333333,Equidae,12,4
DC6944,2,11.4,0.613333333333333,Equidae,12,4
DC6944,3,11.4,0.613333333333333,Equidae,12,4
DC6945,1,11.4,0.573333333333333,Ovis,12,4
DC6945,2,11.4,0.573333333333333,Ovis,12,4
DC6945,3,11.4,0.573333333333333,Ovis,12,4
DC6946,1,11.4,0.653333333333333,Cervidae,12,4
DC6946,2,11.4,0.653333333333333,Cervidae,12,4
DC6946,3,11.4,0.653333333333333,Cervidae,12,4
DC6947,1,11.4,0.553333333333333,Cervidae/Gazella/Saiga,12,4
DC6947,2,11.4,0.553333333333333,Cervidae/Gazella/Saiga,12,4
DC6947,3,11.4,0.553333333333333,Cervidae/Gazella/Saiga,12,4
DC6948,1,11.4,0.74,Vulpes vulpes,12,4
DC6948,2,11.4,0.74,Vulpes vulpes,12,4
DC6948,3,11.4,0.74,Vulpes vulpes,12,4
DC6949,1,11.4,0.846666666666667,Cervidae/Gazella/Saiga,12,4
DC6949,2,11.4,0.846666666666667,Cervidae/Gazella/Saiga,12,4
DC6949,3,11.4,0.846666666666667,Cervidae/Gazella/Saiga,12,4
DC6950,1,11.4,0.75,Bison/Yak,12,4
DC6950,2,11.4,0.75,Bison/Yak,12,4
DC6950,3,11.4,0.75,Bison/Yak,12,4
DC6951,1,11.4,0.693333333333333,Cervidae/Gazella/Saiga,12,4
DC6951,2,11.4,0.693333333333333,Cervidae/Gazella/Saiga,12,4
DC6951,3,11.4,0.693333333333333,Cervidae/Gazella/Saiga,12,4
DC6952,1,11.4,0.763333333333333,Cervidae/Gazella/Saiga,12,4
DC6952,2,11.4,0.763333333333333,Cervidae/Gazella/Saiga,12,4
DC6952,3,11.4,0.763333333333333,Cervidae/Gazella/Saiga,12,4
DC6953,1,11.4,0.693333333333333,Cervidae/Gazella/Saiga,12,4
DC6953,2,11.4,0.693333333333333,Cervidae/Gazella/Saiga,12,4
DC6953,3,11.4,0.693333333333333,Cervidae/Gazella/Saiga,12,4
DC6955,1,11.4,0.563333333333333,Cervidae,12,4
DC6955,2,11.4,0.563333333333333,Cervidae,12,4
DC6955,3,11.4,0.563333333333333,Cervidae,12,4
DC6956,1,11.4,0.653333333333333,Bison/Yak,12,4
DC6956,2,11.4,0.653333333333333,Bison/Yak,12,4
DC6956,3,11.4,0.653333333333333,Bison/Yak,12,4
DC6957,1,11.4,0.546666666666667,Capra,12,4
DC6957,2,11.4,0.546666666666667,Capra,12,4
DC6957,3,11.4,0.546666666666667,Capra,12,4
DC6958,1,11.4,0.736666666666667,Cervidae/Gazella/Saiga,12,4
DC6958,2,11.4,0.736666666666667,Cervidae/Gazella/Saiga,12,4
DC6958,3,11.4,0.736666666666667,Cervidae/Gazella/Saiga,12,4
DC6959,1,11.4,0.426666666666667,Equidae,12,4
DC6959,2,11.4,0.426666666666667,Equidae,12,4
DC6959,3,11.4,0.426666666666667,Equidae,12,4
DC6960,1,11.4,0.69,Crocuta/Panthera/Mustelidae,12,4
DC6960,2,11.4,0.69,Crocuta/Panthera/Mustelidae,12,4
DC6960,3,11.4,0.69,Crocuta/Panthera/Mustelidae,12,4
DC6961,1,11.4,0.7,Bison/Yak,12,4
DC6961,2,11.4,0.7,Bison/Yak,12,4
DC6961,3,11.4,0.7,Bison/Yak,12,4
DC6962,1,11.4,0.863333333333333,Equidae,12,4
DC6962,2,11.4,0.863333333333333,Equidae,12,4
DC6962,3,11.4,0.863333333333333,Equidae,12,4
DC6963,1,11.4,0.586666666666667,Rhinocerotidae,12,4
DC6963,2,11.4,0.586666666666667,Rhinocerotidae,12,4
DC6963,3,11.4,0.586666666666667,Rhinocerotidae,12,4
DC6964,1,11.4,0.766666666666667,Bison/Yak,12,4
DC6964,2,11.4,0.766666666666667,Bison/Yak,12,4
DC6964,3,11.4,0.766666666666667,Bison/Yak,12,4
DC6965,1,11.4,0.523333333333333,Ursidae,12,4
DC6965,2,11.4,0.523333333333333,Ursidae,12,4
DC6965,3,11.4,0.523333333333333,Ursidae,12,4
DC6966,1,11.4,0.643333333333334,Ovis,12,4
DC6966,2,11.4,0.643333333333334,Ovis,12,4
DC6966,3,11.4,0.643333333333334,Ovis,12,4
DC6967,1,11.4,0.713333333333333,Cervidae/Gazella/Saiga,12,4
DC6967,2,11.4,0.713333333333333,Cervidae/Gazella/Saiga,12,4
DC6967,3,11.4,0.713333333333333,Cervidae/Gazella/Saiga,12,4
DC6969,1,11.4,0.743333333333333,Bison/Yak,12,4
DC6969,2,11.4,0.743333333333333,Bison/Yak,12,4
DC6969,3,11.4,0.743333333333333,Bison/Yak,12,4
DC6970,1,11.4,0.64,Cervidae/Gazella/Saiga,12,4
DC6970,2,11.4,0.64,Cervidae/Gazella/Saiga,12,4
DC6970,3,11.4,0.64,Cervidae/Gazella/Saiga,12,4
DC6971,1,11.4,0.816666666666667,Bison/Yak,12,4
DC6971,2,11.4,0.816666666666667,Bison/Yak,12,4
DC6971,3,11.4,0.816666666666667,Bison/Yak,12,4
DC6972,1,11.4,0.733333333333334,Ursidae,12,4
DC6972,2,11.4,0.733333333333334,Ursidae,12,4
DC6972,3,11.4,0.733333333333334,Ursidae,12,4
DC6974,1,11.4,0.673333333333333,Elephantidae,12,4
DC6974,2,11.4,0.673333333333333,Elephantidae,12,4
DC6974,3,11.4,0.673333333333333,Elephantidae,12,4
DC6975,1,11.4,0.6,Cervidae/Gazella/Saiga,12,4
DC6975,2,11.4,0.6,Cervidae/Gazella/Saiga,12,4
DC6975,3,11.4,0.6,Cervidae/Gazella/Saiga,12,4
DC6976,1,11.4,0.606666666666667,Canidae,12,4
DC6976,2,11.4,0.606666666666667,Canidae,12,4
DC6976,3,11.4,0.606666666666667,Canidae,12,4
DC6977,1,11.4,0.686666666666667,Canidae,12,4
DC6977,2,11.4,0.686666666666667,Canidae,12,4
DC6977,3,11.4,0.686666666666667,Canidae,12,4
DC6978,1,11.4,0.856666666666666,Cervidae,12,4
DC6978,2,11.4,0.856666666666666,Cervidae,12,4
DC6978,3,11.4,0.856666666666666,Cervidae,12,4
DC6979,1,11.4,0.686666666666667,Rhinocerotidae,12,5
DC6979,2,11.4,0.686666666666667,Rhinocerotidae,12,5
DC6979,3,11.4,0.686666666666667,Rhinocerotidae,12,5
DC6980,1,11.4,0.78,Bison/Yak,12,5
DC6980,2,11.4,0.78,Bison/Yak,12,5
DC6980,3,11.4,0.78,Bison/Yak,12,5
DC6981,1,11.4,0.636666666666667,Canidae,12,5
DC6981,2,11.4,0.636666666666667,Canidae,12,5
DC6981,3,11.4,0.636666666666667,Canidae,12,5
DC6982,1,11.4,0.726666666666667,Bison/Yak,12,5
DC6982,2,11.4,0.726666666666667,Bison/Yak,12,5
DC6982,3,11.4,0.726666666666667,Bison/Yak,12,5
DC6983,1,11.4,0.626666666666667,Cervidae,12,5
DC6983,2,11.4,0.626666666666667,Cervidae,12,5
DC6983,3,11.4,0.626666666666667,Cervidae,12,5
DC6984,1,11.4,0.55,Cervidae/Gazella/Saiga,12,5
DC6984,2,11.4,0.55,Cervidae/Gazella/Saiga,12,5
DC6984,3,11.4,0.55,Cervidae/Gazella/Saiga,12,5
DC6985,1,11.4,0.646666666666667,Equidae,12,5
DC6985,2,11.4,0.646666666666667,Equidae,12,5
DC6985,3,11.4,0.646666666666667,Equidae,12,5
DC6986,1,11.4,0.723333333333333,Ovis,12,5
DC6986,2,11.4,0.723333333333333,Ovis,12,5
DC6986,3,11.4,0.723333333333333,Ovis,12,5
DC6988,1,11.4,0.753333333333333,Ovis,12,5
DC6988,2,11.4,0.753333333333333,Ovis,12,5
DC6988,3,11.4,0.753333333333333,Ovis,12,5
DC6989,1,11.4,0.76,Bison/Yak,12,5
DC6989,2,11.4,0.76,Bison/Yak,12,5
DC6989,3,11.4,0.76,Bison/Yak,12,5
