zooMS_ID,sample,pep_number,q2e,gamma_0,gamma_1,gamma_2,residual,reliability,sd,MDS.Model
Bison/Yak,DC10482,pep7,0.21491557580810028,0.808630807083681,0.22136135957536068,0,0.08836551166417125,0.9116344883358287,0.08828018914265767,0.6811646144675892
Bison/Yak,DC10487,pep2,0.2754492679503272,1.0009083536261238,0.3805109305621155,0,0.034639611981224575,0.9653603880187754,0.10338403651485363,0.9252625943860613
Bison/Yak,DC10487,pep3,0.5870416446365291,0.5443133115060994,0.773769503471732,0,0.16081922253439718,0.8391807774656028,0.10338403651485363,0.9252625943860613
Bison/Yak,DC10487,pep4,0.6208622231149479,0.41991492975387623,0.6876374043971655,0,0.05373472229340519,0.9462652777065949,0.10338403651485363,0.9252625943860613
Bison/Yak,DC10487,pep7,0.13925270920520094,0.9563339861579493,0.15471683722005652,0,0.049851247113632,0.950148752886368,0.10338403651485363,0.9252625943860613
Bison/Yak,DC10490,pep1,0.6606274106345258,0.4257058572378013,0.8286849526792416,0,0.037579683811112936,0.962420316188887,0.08486754078970583,1.0937352566622154
Bison/Yak,DC10490,pep2,0.4646746289981031,0.675150889106962,0.5860463671399675,0,0.029698981219529408,0.9703010187804706,0.08486754078970583,1.0937352566622154
Bison/Yak,DC10490,pep3,0.5663061896020396,0.4992928223238749,0.6519636871147091,0,0.04092249119631715,0.9590775088036828,0.08486754078970583,1.0937352566622154
Bison/Yak,DC10490,pep4,0.7207513525816931,0.3020103298825861,0.7795001185106797,0,0.03692972903907564,0.9630702709609243,0.08486754078970583,1.0937352566622154
Bison/Yak,DC10494,pep1,0.5467866308847658,0.5954264125848635,0.7183618671988031,0,0.0546093863210332,0.9453906136789668,0.0944524386606975,0.9902139807487387
Bison/Yak,DC10494,pep2,0.31356158524174027,0.9279497184540537,0.423882723471339,0,0.03788634648269947,0.9621136535173005,0.0944524386606975,0.9902139807487387
Bison/Yak,DC10494,pep3,0.5043117371107328,0.6018362023746068,0.6123063291967977,0,0.06835368037338622,0.9316463196266138,0.0944524386606975,0.9902139807487387
Bison/Yak,DC10494,pep4,0.6791179322633161,0.3364210911701144,0.7120048727456435,0,0.07908439460232287,0.9209156053976771,0.0944524386606975,0.9902139807487387
Bison/Yak,DC10495,pep1,0.3957225784544345,0.9173150642854149,0.6007212408593153,0,0.10225797073886035,0.8977420292611397,0.10189524954249307,0.8118968836730809
Bison/Yak,DC10495,pep2,0.1884939866822939,1.0017051814979618,0.23267283303166358,0,0.019445708594992187,0.9805542914050078,0.10189524954249307,0.8118968836730809
Bison/Yak,DC10495,pep3,0.3678936107131765,0.8335967138762475,0.48516343157451475,0,0.17009358455273263,0.8299064154472674,0.10189524954249307,0.8118968836730809
Bison/Yak,DC10495,pep4,0.5820349119016937,0.47375318544277,0.659722310317637,0,0.05151101792305965,0.9484889820769403,0.10189524954249307,0.8118968836730809
Bison/Yak,DC10496,pep1,0.43092670298044655,0.8664511459141422,0.6561139620465829,0,0.13366593810621277,0.8663340618937873,0.10329503196012839,0.9662998239129063
Bison/Yak,DC10496,pep2,0.3165592167870507,0.9236041901896598,0.42779919818829026,0,0.04109744704604685,0.9589025529539531,0.10329503196012839,0.9662998239129063
Bison/Yak,DC10496,pep3,0.48480389301887317,0.6309103154474507,0.5936919416316441,0,0.11239731944660843,0.8876026805533915,0.10329503196012839,0.9662998239129063
Bison/Yak,DC10496,pep4,0.6426214022560209,0.39771654950917834,0.7151552117541998,0,0.037742097333271836,0.9622579026667282,0.10329503196012839,0.9662998239129063
Bison/Yak,DC10496,pep7,0.2559639539737778,0.7666439309428199,0.263741539004964,0,0.0925919677715598,0.9074080322284402,0.10329503196012839,0.9662998239129063
Bison/Yak,DC10497,pep1,0.4509284315227723,0.761691858221288,0.6255441633664489,0,0.04393576264332564,0.9560642373566743,0.0904595654334314,0.9399064650900328
Bison/Yak,DC10497,pep2,0.3504730390038182,0.8546989561725651,0.4611801489252591,0,0.05277343636235948,0.9472265636376405,0.0904595654334314,0.9399064650900328
Bison/Yak,DC10497,pep3,0.46255616048855464,0.6562074796733146,0.5647712188076828,0,0.10436083807686262,0.8956391619231374,0.0904595654334314,0.9399064650900328
Bison/Yak,DC10497,pep4,0.6559186961090414,0.37860342951126585,0.7217278736717968,0,0.05056205274002111,0.9494379472599789,0.0904595654334314,0.9399064650900328
Bison/Yak,DC10497,pep5,0.37679905050626983,0.6787286365794525,0.4103721376264138,0,0.10104969244185015,0.8989503075581499,0.0904595654334314,0.9399064650900328
Bison/Yak,DC10499,pep1,0.6310418080411405,0.45535361592653323,0.7788068549630985,0,0.06524394962437947,0.9347560503756205,0.08883020531574405,0.95189702457594
Bison/Yak,DC10499,pep2,0.2863997600873396,0.9767639511202354,0.3920191524837999,0,0.034387197454639175,0.9656128025453609,0.08883020531574405,0.95189702457594
Bison/Yak,DC10499,pep3,0.6157788727643747,0.44333281972591226,0.710515285701243,0,0.04275703286724237,0.9572429671327576,0.08883020531574405,0.95189702457594
Bison/Yak,DC10499,pep4,0.5117043046249253,0.5316911259425102,0.5571800866822543,0,0.07504525481064223,0.9249547451893578,0.08883020531574405,0.95189702457594
Bison/Yak,DC10499,pep7,0.5886569226555314,0.43296299001851024,0.6195963305700715,0,0.10375730435548912,0.8962426956445109,0.08883020531574405,0.95189702457594
Bison/Yak,DC10507,pep1,0.3619007139780731,0.9504365222195278,0.5390441009994551,0,0.0388906236497922,0.9611093763502078,0.10169269993957128,0.7398789967494915
Bison/Yak,DC10507,pep2,0.15473473844817198,1.0015370507579942,0.18334194086088032,0,0.018022884878519153,0.9819771151214809,0.10169269993957128,0.7398789967494915
Bison/Yak,DC10507,pep4,0.5149818262426206,0.5659920353340873,0.6009581243875841,0,0.05179528599687559,0.9482047140031244,0.10169269993957128,0.7398789967494915
Bison/Yak,DC10507,pep7,0.2561420279687249,0.7956365645986733,0.273971605931522,0,0.05543806171070387,0.9445619382892961,0.10169269993957128,0.7398789967494915
Bison/Yak,DC10510,pep1,0.3702550822321713,0.9207751476180012,0.5413647151088753,0,0.04075110136812715,0.9592488986318728,0.10642013410804801,0.90978689234532
Bison/Yak,DC10510,pep2,0.30329893167040833,0.957129396289834,0.416672711671109,0,0.04229776284173918,0.9577022371582609,0.10642013410804801,0.90978689234532
