zooMS_ID,sample,pep_number,q2e,gamma_0,gamma_1,gamma_2,residual,reliability
Bison/Yak,DC10360,pep4,0.7111007903855692,0.3055333896515119,0.752044407322323,0,0.11612300548436288,0.8838769945156371
Bison/Yak,DC10361,pep1,0.38106521501659796,0.9122021932260744,0.5616238307071854,0,0.03373673327210229,0.9662632667278978
Bison/Yak,DC10361,pep2,0.1918273373878645,1.0044789372039773,0.2384224670050569,0,0.04165855485724843,0.9583414451427515
Bison/Yak,DC10361,pep3,0.5055397699409346,0.6576403714093864,0.6723763446586146,0,0.1521487508516754,0.8478512491483245
Bison/Yak,DC10361,pep4,0.5742716591939041,0.4742712143237784,0.6397519052687977,0,0.0855057330975447,0.9144942669024553
Bison/Yak,DC10361,pep7,1.619713598694728,-0.5022156064857044,1.3126151322400146,0,0.032314840657435666,0.9676851593425644
Bison/Yak,DC10362,pep2,0.7513887776186002,0.2634556088135577,0.7962536283237137,0,0.10266995961176809,0.8973300403882319
Bison/Yak,DC10362,pep3,0.8117759709055274,0.29167460128823536,1.2579394553837708,0,0.1529424175606094,0.8470575824393907
Bison/Yak,DC10362,pep4,0.8493919205794371,0.15800590723424635,0.8911138202209156,0,0.1092173303212535,0.8907826696787465
Bison/Yak,DC10364,pep1,0.5897696561589598,0.5426710496008846,0.7801736832381955,0,0.12538299283224655,0.8746170071677535
Bison/Yak,DC10364,pep2,0.521301382606662,0.5716613783969507,0.6225375551822263,0,0.07816105325372702,0.921838946746273
Bison/Yak,DC10364,pep3,0.5780064386927799,0.595576414433445,0.8157636367950927,0,0.5901058507846706,0.4098941492153294
Bison/Yak,DC10364,pep4,0.7478071309136207,0.27471328387598176,0.8145850966499517,0,0.08997100351911433,0.9100289964808856
Bison/Yak,DC10367,pep1,0.6848121494538189,0.37021880210757596,0.804378510149331,0,0.08952571505967766,0.9104742849403223
Bison/Yak,DC10367,pep2,0.686774177189695,0.34830841479016916,0.7636957350117163,0,0.06401156151348879,0.9359884384865113
Bison/Yak,DC10367,pep4,0.7766905258825969,0.23902591193899392,0.831353716528216,0,0.07146744139773162,0.9285325586022684
Bison/Yak,DC10367,pep7,3.211837533236136,-1.2898696879413056,1.8730362490286832,0,0.10164637944814667,0.8983536205518533
Bison/Yak,DC10368,pep1,0.767206548806508,0.2576390690343791,0.849089095840998,0,0.12543941442368384,0.8745605855763161
Bison/Yak,DC10368,pep2,0.7590973104464709,0.258150738707129,0.8134468394916289,0,0.05956099691067617,0.9404390030893238
Bison/Yak,DC10368,pep4,0.9491089207203796,0.05160022451451145,0.9623343440764712,0,0.06024593157397524,0.9397540684260247
Bison/Yak,DC10369,pep1,0.8581529814739851,0.15055915133303718,0.9108600656343219,0,0.04568374639889979,0.9543162536011002
Bison/Yak,DC10369,pep2,0.8080698944832954,0.20027206509443926,0.8431914632315458,0,0.08401113919449948,0.9159888608055005
Bison/Yak,DC10369,pep4,0.7227278649053388,0.28994988517045817,0.7557732455417889,0,0.26500002057073824,0.7349999794292618
Bison/Yak,DC10369,pep7,2.356683447388378,-1.0733644724603058,1.864532430266924,0,0.16718433479627504,0.832815665203725
Bison/Yak,DC10370,pep1,0.7294277807323553,0.3135133721374617,0.845191586509237,0,0.08796897621078156,0.9120310237892184
Bison/Yak,DC10370,pep2,0.7510319025543262,0.26633421069212776,0.8034181528621757,0,0.08266526579522018,0.9173347342047798
Bison/Yak,DC10370,pep3,3.6935781414915003,-1.4015941724562038,1.9219407519246972,0,0.1432663136909252,0.8567336863090748
Bison/Yak,DC10370,pep4,0.8093446343836316,0.19519406607493386,0.8286117179579063,0,0.0805514037537653,0.9194485962462347
Bison/Yak,DC10373,pep1,0.7033752333582237,0.3491168350023131,0.8278477150412433,0,0.019618318722817142,0.9803816812771828
Bison/Yak,DC10373,pep2,0.6395709144207838,0.41571944441920444,0.7376820457827742,0,0.057518569389765496,0.9424814306102345
Bison/Yak,DC10373,pep3,0.6097901608296176,0.4834149605972416,0.7554440123723298,0,0.1966442338745332,0.8033557661254668
Bison/Yak,DC10373,pep4,0.47359408369597666,0.6361682933253716,0.5723445170776854,0,0.03118204362543278,0.9688179563745672
Bison/Yak,DC10373,pep7,0.45745672091663026,0.5940808806756303,0.5009117283551805,0,0.1867795856169983,0.8132204143830017
Bison/Yak,DC10374,pep1,0.6875190025637041,0.3717622408439271,0.8179492740769655,0,0.04065130697641305,0.9593486930235869
Bison/Yak,DC10374,pep2,0.632617376034033,0.41528898542814546,0.7151101089683719,0,0.07964752008008222,0.9203524799199178
Bison/Yak,DC10374,pep3,-12.856515730499149,-3.4473045160490106,3.1985187041539427,0,0.4653343241623183,0.5346656758376818
Bison/Yak,DC10374,pep4,0.7725495759255456,0.24345958264283937,0.8269256832168737,0,0.03504133006395954,0.9649586699360404
Bison/Yak,DC10374,pep7,0.7394207381651581,0.26592344386508565,0.7545854101112943,0,0.016477408457198167,0.9835225915428019
Bison/Yak,DC10376,pep1,0.5270585358793518,0.6327000193839937,0.7050977153956974,0,0.10407805590679725,0.8959219440932027
Bison/Yak,DC10376,pep2,0.4676699134753747,0.6560419518710314,0.576354954631234,0,0.07285932697872018,0.9271406730212798
Bison/Yak,DC10376,pep3,0.5045525931437447,0.6258901907530585,0.6373926160427165,0,0.14474312468379202,0.855256875316208
Bison/Yak,DC10376,pep4,0.7364416094982584,0.2774880313915828,0.775364169076492,0,0.07410925047303572,0.9258907495269643
Bison/Yak,DC10377,pep1,0.74047281638562,0.2964063460549485,0.8456950011987778,0,0.07625772966229162,0.9237422703377084
Bison/Yak,DC10377,pep2,0.7128309964524815,0.3130050919603377,0.7769631430986526,0,0.07763929091428881,0.9223607090857112
Bison/Yak,DC10377,pep3,0.17682660215392054,0.9089934943658239,0.1952616926267366,0,0.170832700570383,0.829167299429617
Bison/Yak,DC10377,pep7,1.073681094438918,-0.06942225574651438,1.011621286246339,0,0.09995613544233221,0.9000438645576678
Bison/Yak,DC10383,pep1,0.8614943091892308,0.14626673376663585,0.9097673750879237,0,0.06654043288347533,0.9334595671165247
Bison/Yak,DC10383,pep2,0.8027560289951713,0.20628014587791238,0.8395320268696261,0,0.10639314839217598,0.893606851607824
Bison/Yak,DC10383,pep7,0.993884371931377,0.006037813756003843,0.9812383397729584,0,0.24406212322134416,0.7559378767786559
Bison/Yak,DC10384,pep1,0.5407326553430305,0.6267410661226016,0.7379130365781238,0,0.14625300569863814,0.8537469943013618
Bison/Yak,DC10384,pep2,0.6232208460640738,0.43351098115788966,0.717059523153002,0,0.09746040512462309,0.9025395948753769
Bison/Yak,DC10384,pep4,0.2881822762988243,0.930712194181153,0.37680258550403245,0,0.07890811498514227,0.9210918850148577
Bison/Yak,DC10387,pep1,0.6571625631231091,0.4227751412355356,0.8103898978186721,0,0.11269661881829285,0.8873033811817072
Bison/Yak,DC10387,pep2,0.6593247710911194,0.3788044897367942,0.733118120398479,0,0.09048397059405996,0.90951602940594
Bison/Yak,DC10387,pep4,0.7474336259182671,0.2661925926203561,0.7877584473316749,0,0.07246988976782168,0.9275301102321784
Bison/Yak,DC10391,pep1,0.5710533076128057,0.6384262101812167,0.8499317175328709,0,0.26361904977235107,0.7363809502276489
Bison/Yak,DC10391,pep2,0.35224146245041266,0.740711585215142,0.402787947831829,0,0.2615205343228057,0.7384794656771942
Bison/Yak,DC10391,pep3,-6.116522602846121,-4.1499449448475305,3.5668027029908353,0,0.35480252896353676,0.6451974710364632
Bison/Yak,DC10391,pep4,0.7224325522537833,0.2982570118497311,0.776281858869832,0,0.06692984615019308,0.933070153849807
Bison/Yak,DC10391,pep7,2.696372293592164,-1.0852914735393426,1.7250634608789712,0,0.11259763312316544,0.8874023668768346
Bison/Yak,DC10393,pep1,0.7500179786648602,0.28246519854706575,0.8474768550391691,0,0.06893400922395969,0.9310659907760404
Bison/Yak,DC10393,pep2,0.806491156503172,0.202977155405038,0.8459524528604636,0,0.07009033106197832,0.9299096689380217
Bison/Yak,DC10397,pep1,0.8308723813601988,0.18439525815580324,0.905877635407005,0,0.09057292800453397,0.909427071995466
Bison/Yak,DC10397,pep2,0.7594002043883958,0.2558140100276662,0.807420517571942,0,0.09197777211809063,0.9080222278819093
Bison/Yak,DC10397,pep4,0.510512584522236,0.5852930834784061,0.6104334356745554,0,0.02191133246595878,0.9780886675340412
Bison/Yak,DC10397,pep7,0.8895931694031122,0.12136383339144888,0.9778782400864752,0,0.10956242312385939,0.8904375768761406
Bison/Yak,DC10398,pep1,0.4684295080901749,0.8431581001814255,0.7430061301770527,0,0.1480474493632486,0.8519525506367513
Bison/Yak,DC10398,pep2,0.2043693601829203,1.0035713491254452,0.25778197099829003,0,0.05766712374270998,0.94233287625729
Bison/Yak,DC10398,pep3,-124.07923537180761,-2.772586828373777,2.7504201848047463,0,0.20484371421499872,0.7951562857850013
Bison/Yak,DC10398,pep4,0.6389636991644834,0.3932693475532332,0.6960098929085217,0,0.08064439845385211,0.9193556015461479
Bison/Yak,DC10399,pep1,0.5840771465253536,0.5642424670856806,0.7923611972043737,0,0.1452089869196849,0.8547910130803151
Bison/Yak,DC10399,pep2,0.578138701225813,0.4914070044332518,0.6734474296216035,0,0.06673082460255653,0.9332691753974435
Bison/Yak,DC10399,pep4,0.8184869083281592,0.1843312536830835,0.8311946898468614,0,0.09022257544050165,0.9097774245594984
Bison/Yak,DC10400,pep1,0.749201736484127,0.2833402466680008,0.8464133756096438,0,0.08026608151209873,0.9197339184879013
Bison/Yak,DC10400,pep2,0.7476250519215516,0.2701598127753971,0.8003101955687767,0,0.08575350427207999,0.91424649572792
Bison/Yak,DC10400,pep3,0.5547802119349065,0.6975693294428807,0.869228346991241,0,0.4253316203088069,0.5746683796911931
Bison/Yak,DC10400,pep7,1.4061496025568812,-0.39010008597552154,1.3505838178804128,0,0.15039280915788575,0.8496071908421142
Bison/Yak,DC10406,pep1,0.7868321992828358,0.2403896185417964,0.8873117403550413,0,0.07775772448178563,0.9222422755182144
Bison/Yak,DC10406,pep2,0.7445775406522899,0.2739599609962245,0.7986158872508515,0,0.08680422509065203,0.913195774909348
Bison/Yak,DC10406,pep7,0.8930043041046011,0.09477787628749687,0.7910323004148777,0,0.19460785444351056,0.8053921455564894
Bison/Yak,DC10408,pep1,0.5977287838632045,0.5643077167734164,0.838496396811283,0,0.3191437303318518,0.6808562696681482
Bison/Yak,DC10408,pep2,0.7993330464385011,0.20934875130439276,0.8339159596448025,0,0.052861864955892623,0.9471381350441074
Bison/Yak,DC10408,pep3,0.6780729776786947,0.4058419184997852,0.8548224257773689,0,0.42259408757808037,0.5774059124219196
Bison/Yak,DC10408,pep4,0.8196472835579806,0.1654593347086194,0.7519614725449936,0,0.2604185965162561,0.7395814034837439
Bison/Yak,DC10408,pep7,2.3541782293140505,-0.9689228130010392,1.6844289347408934,0,0.1155035395073788,0.8844964604926212
Bison/Yak,DC10413,pep1,0.7604884744813215,0.27041457256384643,0.8586107299899461,0,0.05697845593661486,0.9430215440633851
Bison/Yak,DC10413,pep2,0.778182082911344,0.23411695612592842,0.8213295975100289,0,0.08757834414473001,0.91242165585527
Bison/Yak,DC10413,pep4,0.7649374909287463,0.25074360429469345,0.8159667158044014,0,0.05351213988058968,0.9464878601194103
Bison/Yak,DC10413,pep7,1.5452060590863712,-0.4377805590715156,1.2407440474177862,0,0.1362217051647139,0.8637782948352861
Bison/Yak,DC10419,pep2,0.5926093508320853,0.48888353364241105,0.7111526837841389,0,0.22111395462203923,0.7788860453779608
Bison/Yak,DC10419,pep4,0.7836036690174322,0.22638608233287502,0.8197780615088798,0,0.06106010671371656,0.9389398932862835
Bison/Yak,DC10419,pep7,2.1610519057469393,-0.8291486137670848,1.543284312320259,0,0.23795440660914996,0.7620455933908501
Bison/Yak,DC10423,pep1,0.7422992480272829,0.30124093975391403,0.8677154464727218,0,0.09193042751280799,0.908069572487192
Bison/Yak,DC10423,pep2,0.7749769503073071,0.2373272033678602,0.8173523225383553,0,0.09448930221536286,0.9055106977846371
Bison/Yak,DC10423,pep3,0.7016633550761731,0.42596237064341413,1.0018286094159523,0,0.50279462538756,0.49720537461243997
Bison/Yak,DC10423,pep4,0.8285387488821284,0.17981459409720316,0.868903952658233,0,0.05576044389061163,0.9442395561093884
Bison/Yak,DC10426,pep2,0.7743961453642875,0.23910417693814426,0.8207366547898018,0,0.08050585122747692,0.9194941487725231
Bison/Yak,DC10426,pep3,3.935402452111539,-1.4170570025937965,1.8998040962928078,0,0.30102119665684146,0.6989788033431585
Bison/Yak,DC10426,pep4,0.8217990602902077,0.18286146895030306,0.843291755876124,0,0.06634215372755087,0.9336578462724492
Bison/Yak,DC10426,pep7,0.20107090943256012,0.9725689555163842,0.2447718160226976,0,0.27014423717353697,0.729855762826463
Bison/Yak,DC10428,pep1,0.727942692288809,0.31661967033195104,0.8471780346283083,0,0.1220236327359897,0.8779763672640103
Bison/Yak,DC10430,pep1,0.34213443470363336,0.9910361330957665,0.5154055859647341,0,0.07486090553276678,0.9251390944672332
Bison/Yak,DC10430,pep2,0.22066672569578538,0.9555734442619425,0.27056879265855116,0,0.14906567949633848,0.8509343205036615
Bison/Yak,DC10430,pep7,1.5998205646221009,-0.5488164601957408,1.4637841898225274,0,0.07576857257376983,0.9242314274262302
Bison/Yak,DC10432,pep1,0.4537096750487345,0.7556306466880244,0.627572774964069,0,0.08845344151839477,0.9115465584816053
Bison/Yak,DC10432,pep2,0.17860288282011683,1.0036327978133013,0.2182278306474984,0,0.03937260784743186,0.9606273921525681
Bison/Yak,DC10432,pep3,0.5279110112122243,0.6921235281897493,0.7739634694480808,0,0.3520848789212761,0.647915121078724
Bison/Yak,DC10432,pep4,0.6024658780607356,0.43759723549881213,0.6631818205583396,0,0.09061130676839503,0.909388693231605
Bison/Yak,DC10435,pep2,0.24290742255929088,0.9652618714303806,0.30969696477082886,0,0.16974181944411193,0.8302581805558881
Bison/Yak,DC10435,pep4,0.6595273881178672,0.36682214055763124,0.7105688969470838,0,0.09045054333466107,0.9095494566653389
Bison/Yak,DC10437,pep1,0.44688727189682476,0.7613288049359528,0.6151153921571537,0,0.07066354070332724,0.9293364592966727
Bison/Yak,DC10437,pep2,0.2135088132485804,1.0042602257700468,0.2726265883316041,0,0.04265857306652021,0.9573414269334798
Bison/Yak,DC10437,pep3,0.5867565973275148,0.4860503080236313,0.6901337638340119,0,0.10554401550102863,0.8944559844989713
Bison/Yak,DC10437,pep4,0.6393213531947155,0.3896603752252961,0.6906929494772271,0,0.09855074174654847,0.9014492582534516
Bison/Yak,DC10437,pep7,1.5800010400044766,-0.5113155602418639,1.392892531617497,0,0.11520855193307653,0.8847914480669234
Bison/Yak,DC10438,pep1,0.394795858791407,0.8745631813015385,0.5705081950360976,0,0.13189908385825871,0.8681009161417412
Bison/Yak,DC10438,pep2,0.07138277371811053,1.000759040063776,0.07692831242131262,0,0.11050197648354046,0.8894980235164596
Bison/Yak,DC10438,pep4,0.46139328592425455,0.6587439375935036,0.5643079115166858,0,0.030613721017600397,0.9693862789823996
Bison/Yak,DC10438,pep7,1.9204143063529062,-1.0098081607594043,2.1069316558957594,0,0.2060790431668449,0.7939209568331551
Bison/Yak,DC10439,pep1,0.8756429702260159,0.2431906111612581,1.7123933361495713,0,0.5930171314980467,0.4069828685019533
Bison/Yak,DC10439,pep2,0.21991848179313978,1.0070046927098506,0.28389205231829573,0,0.0903632178991523,0.9096367821008478
Bison/Yak,DC10439,pep4,0.6153902141911178,0.42705011261590536,0.6832963433843386,0,0.05098954619991226,0.9490104538000877
Bison/Yak,DC10439,pep7,1.3552562542536941,-0.3565282025641299,1.3601085710874312,0,0.10788533800105289,0.8921146619989471
Bison/Yak,DC10442,pep1,0.6315963102600446,0.551567699770239,0.9456151871861138,0,0.3822056931738352,0.6177943068261649
Bison/Yak,DC10442,pep2,0.232052695816112,1.0032435128250459,0.3031527820238715,0,0.05573934311422017,0.9442606568857799
Bison/Yak,DC10442,pep3,0.4856367522643261,0.6514487875494765,0.6150662490851968,0,0.22504143420449343,0.7749585657955066
Bison/Yak,DC10442,pep4,0.6102096826982062,0.43304910983252815,0.6779305389955399,0,0.08605609562549754,0.9139439043745025
Bison/Yak,DC10442,pep7,1.0838591244387235,-0.08018328604480379,1.0363497924503688,0,0.22710935410788752,0.7728906458921125
Bison/Yak,DC10448,pep1,0.39978562356921554,0.9481899263181531,0.6315621815147665,0,0.15162280028455533,0.8483771997154447
Bison/Yak,DC10448,pep2,0.21245948640865608,1.0226833069979013,0.2758953557482967,0,0.033168286924666314,0.9668317130753337
Bison/Yak,DC10448,pep3,0.4839094502346084,0.6405198816469192,0.600579925234047,0,0.1197605403676703,0.8802394596323297
Bison/Yak,DC10448,pep4,0.5190528133663856,0.5661178456393207,0.6109715757623464,0,0.04787409519743277,0.9521259048025672
Bison/Yak,DC10448,pep7,0.2734213199133835,0.7869949784976508,0.29615678478259283,0,0.08324269246272273,0.9167573075372772
Bison/Yak,DC10450,pep2,0.3128764839944148,0.9300776212313137,0.42350379399673643,0,0.04212926690298378,0.9578707330970162
Bison/Yak,DC10450,pep3,0.5408763255549324,0.5572088725616074,0.6564268068336951,0,0.07195216218044571,0.9280478378195542
Bison/Yak,DC10450,pep4,0.6087227202470227,0.436205337945266,0.6786187536060063,0,0.057918532078592815,0.9420814679214072
Bison/Yak,DC10450,pep7,0.3523202487664816,0.6520081364233633,0.3546747731188935,0,0.07948751513199487,0.9205124848680051
Bison/Yak,DC10453,pep1,0.48432129989057326,0.7473496488681495,0.7019047971843291,0,0.09988220914074686,0.9001177908592531
Bison/Yak,DC10453,pep2,0.2366241220588967,1.0029675770329374,0.31089051832375053,0,0.03730779708967398,0.962692202910326
Bison/Yak,DC10453,pep3,0.37829299802186944,0.8053551492671047,0.4900382542246486,0,0.0829642166086671,0.917035783391333
Bison/Yak,DC10453,pep4,0.6568648776372691,0.37789623426310914,0.7234082071505913,0,0.049892851922792865,0.9501071480772071
Bison/Yak,DC10453,pep7,0.37811351534613136,0.6772292347577271,0.4117624887634252,0,0.09699999605937477,0.9030000039406252
Bison/Yak,DC10454,pep1,0.649121630722791,0.42807979779763233,0.7919435358705396,0,0.031507020595798595,0.9684929794042014
Bison/Yak,DC10454,pep2,0.34677093977938933,0.86168487085475165,0.457431076870753,0,0.043712840747752904,0.956287159252247
Bison/Yak,DC10454,pep3,0.6664698340017082,0.3793333766976191,0.7579951631729303,0,0.06983422407521721,0.9301657759247828
Bison/Yak,DC10454,pep4,0.7147594080175129,0.31198196597372735,0.781768274149467,0,0.04480891286246541,0.9551910871375346
Bison/Yak,DC10454,pep7,0.6437494903751261,0.37148007255061266,0.6712695166128533,0,0.16128872483695492,0.8387112751630451
Bison/Yak,DC10458,pep1,0.5987249139455675,0.5060101212569509,0.754995455322282,0,0.030019905040278117,0.9699800949597219
Bison/Yak,DC10458,pep2,0.35233029087597323,0.8584053569347053,0.46696982248459845,0,0.031928910949718184,0.9680710890502818
Bison/Yak,DC10458,pep3,0.5635827890877836,0.6159815110679704,0.7954694942221777,0,0.22642194505314925,0.7735780549468507
Bison/Yak,DC10458,pep4,0.7459716240327581,0.27072950487624503,0.7950156263336507,0,0.047890594949090336,0.9521094050509097
Bison/Yak,DC10458,pep7,0.259382567611563,0.833862917915217,0.29203944604355475,0,0.1939864324346984,0.8060135675653016
Bison/Yak,DC10459,pep1,0.34534712661207434,0.9873801019224635,0.5208697539326329,0,0.0454461775652429,0.9545538224347571
Bison/Yak,DC10459,pep2,0.17892942642281695,1.0026484897478203,0.2184992678432857,0,0.04043159186727925,0.9595684081327207
Bison/Yak,DC10459,pep4,0.5442982095793287,0.5206526370357828,0.6218766397422468,0,0.05200593517190289,0.9479940648280971
Bison/Yak,DC10459,pep7,0.3856794157248372,0.6384003911756264,0.4007970694285555,0,0.12632888358991848,0.8736711164100815
Bison/Yak,DC10460,pep1,0.21394119045341575,0.9993446854232884,0.2719910890586897,0,0.036960020440541544,0.9630399795594584
Bison/Yak,DC10460,pep2,0.13202407845056252,1.0018729269278301,0.15239057515108817,0,0.03462983297362353,0.9653701670263765
Bison/Yak,DC10460,pep4,0.42189653985971276,0.6994034540159694,0.5104205692587686,0,0.04338273220503747,0.9566172677949625
Bison/Yak,DC10460,pep7,0.41013601682939116,0.6580486648712575,0.4575452409206262,0,0.04038846032245163,0.9596115396775484
Bison/Yak,DC10461,pep1,0.30229327968535225,0.996612329429882,0.43179920855908205,0,0.030398723673220666,0.9696012763267793
Bison/Yak,DC10461,pep2,0.13754826752895466,1.001914290667049,0.15979047835976232,0,0.029452827174975202,0.9705471728250248
Bison/Yak,DC10461,pep4,0.49187954774142206,0.5938271233209242,0.5748468016930822,0,0.05247577906409848,0.9475242209359015
Bison/Yak,DC10461,pep7,0.3668528776730843,0.6844586467898403,0.3965833774940996,0,0.046357507450292525,0.9536424925497075
Bison/Yak,DC10462,pep1,0.30353316566854305,0.994932532992338,0.43361005360100674,0,0.04374211499243756,0.9562578850075625
Bison/Yak,DC10462,pep2,0.13110982310409025,1.0025104661542912,0.15127224748592596,0,0.03622283943322015,0.9637771605667799
Bison/Yak,DC10462,pep4,0.4421543029523355,0.667760934359481,0.5292742635340056,0,0.05248794957367087,0.9475120504263291
Bison/Yak,DC10462,pep7,0.4329030965092583,0.5898122101368741,0.4502432133830028,0,0.05119665693285568,0.9488033430671443
Bison/Yak,DC10470,pep1,0.4351643995719896,0.8229458700088814,0.6340194299567814,0,0.09070161730531034,0.9092983826946897
Bison/Yak,DC10470,pep2,0.2839307146074438,0.9654134949890576,0.38279891222208057,0,0.04535828801381015,0.9546417119861899
Bison/Yak,DC10470,pep3,0.4457717042359195,0.713715743711912,0.5740491523909765,0,0.14461141543970932,0.8553885845602907
Bison/Yak,DC10470,pep4,0.6648762399611379,0.3648076083106957,0.7237681711816071,0,0.06344783804147812,0.9365521619585219
Bison/Yak,DC10470,pep5,0.3371971496505898,0.8004440002677219,0.4072212954469106,0,0.2950820820837342,0.7049179179162658
Bison/Yak,DC10470,pep7,0.41375429626730453,0.5845968425304368,0.41259058043614494,0,0.15788215671986733,0.8421178432801326
Bison/Yak,DC10472,pep1,0.6627940753942767,0.4100618573094181,0.8059958314422887,0,0.03841362299004415,0.9615863770099559
Bison/Yak,DC10472,pep2,0.3809962822763169,0.8036953860632402,0.49467385316966783,0,0.04145279251940133,0.9585472074805986
Bison/Yak,DC10472,pep3,0.570736406826408,0.5049384777530812,0.6713515356161323,0,0.06294136686215704,0.937058633137843
Bison/Yak,DC10472,pep4,0.7179755365229201,0.303737494430225,0.7732523903671619,0,0.04575617671351959,0.9542438232864804
Bison/Yak,DC10472,pep7,0.5818910703878775,0.464077056458421,0.6458658880487504,0,0.05338384198077074,0.9466161580192293
Bison/Yak,DC10473,pep1,0.4102508282701264,0.8398342102310643,0.5842190152573787,0,0.0495163424147698,0.9504836575852302
Bison/Yak,DC10473,pep2,0.2077793818453625,1.0006932972112672,0.26245647985744425,0,0.03435200781336727,0.9656479921866328
Bison/Yak,DC10473,pep3,0.496266515576954,0.6268868728665178,0.6175943701950314,0,0.13079371945681098,0.869206280543189
Bison/Yak,DC10473,pep4,0.5513336012841008,0.5167078203656769,0.6349447701659854,0,0.050754419489971885,0.9492455805100282
Bison/Yak,DC10475,pep1,0.3496533046463053,0.991867085754123,0.5332688038265729,0,0.08238057897027982,0.9176194210297202
Bison/Yak,DC10475,pep2,0.21951799900536528,1.0030603806778151,0.28212028895906277,0,0.03134032161856433,0.9686596783814356
Bison/Yak,DC10475,pep3,0.5907820699155271,0.5009096117126632,0.7231560386102899,0,0.12395879749402092,0.87604120250597906
Bison/Yak,DC10475,pep4,0.5680165879028085,0.4879097330630448,0.6415543143973484,0,0.06011735943141177,0.9398826405685883
Bison/Yak,DC10475,pep7,0.34958646774533764,0.7323704700119881,0.3936369601735763,0,0.020575378846928418,0.9794246211530716
Bison/Yak,DC10479,pep1,0.2597888539211214,0.997689239697477,0.35015487881186647,0,0.04673239091956018,0.9532676090804398
Bison/Yak,DC10479,pep2,0.08682424848893011,1.0008965336991964,0.09516469224002871,0,0.030922750051036556,0.9690772499489635
Bison/Yak,DC10479,pep3,0.37162921829658835,0.7994050816247253,0.47278182601230284,0,0.07466897515190649,0.9253310248480935
Bison/Yak,DC10479,pep4,0.3902562202134062,0.7437864829013081,0.47604799111600515,0,0.05711824248400723,0.9428817575159928
Bison/Yak,DC10479,pep7,-0.14435653968416506,1.4243432902169249,-0.17967588034654108,0,0.3143497994164002,0.6856502005835998
Bison/Yak,DC10482,pep1,0.2804441209944717,0.9993203315760567,0.38948123440820104,0,0.03522143536870712,0.9647785646312929
Bison/Yak,DC10482,pep2,0.10829150421646905,1.0015450608571181,0.12163035531638744,0,0.03098752680453932,0.9690124731954607
Bison/Yak,DC10482,pep3,0.4177424884434746,0.7205418708413618,0.5169550382412992,0,0.06490231944999778,0.9350976805500022
